X    f(X)    f'(X)    f''(X)    C(X)    absolute_error
6.060000000000358e+00    -4.647080155084705e-03    4.625434388842813e-03    -4.582294093184100e-03    -2.741211281548820e-15    2.741211281548820e-15
6.061000000000359e+00    -4.642457011093678e-03    4.620854342261670e-03    -4.577799789796861e-03    -2.741540686206960e-15    2.741540686206960e-15
6.062000000000359e+00    -4.637838444902801e-03    4.616278787822495e-03    -4.573309808582488e-03    -2.741744802050689e-15    2.741744802050689e-15
6.063000000000359e+00    -4.633224452022093e-03    4.611707721205109e-03    -4.568824145556388e-03    -2.741629796594515e-15    2.741629796594515e-15
6.064000000000360e+00    -4.628615027965889e-03    4.607141138093314e-03    -4.564342796737296e-03    -2.741707339314439e-15    2.741707339314439e-15
6.065000000000360e+00    -4.624010168252842e-03    4.602579034174892e-03    -4.559865758147266e-03    -2.741149695630703e-15    2.741149695630703e-15
6.066000000000360e+00    -4.619409868405911e-03    4.598021405141602e-03    -4.555393025811674e-03    -2.741251123824187e-15    2.741251123824187e-15
6.067000000000361e+00    -4.614814123952365e-03    4.593468246689174e-03    -4.550924595759215e-03    -2.740842862348398e-15    2.740842862348398e-15
6.068000000000361e+00    -4.610222930423773e-03    4.588919554517312e-03    -4.546460464021898e-03    -2.740940726463830e-15    2.740940726463830e-15
6.069000000000361e+00    -4.605636283356002e-03    4.584375324329681e-03    -4.542000626635047e-03    -2.740343676174407e-15    2.740343676174407e-15
6.070000000000362e+00    -4.601054178289216e-03    4.579835551833913e-03    -4.537545079637299e-03    -2.740980481364525e-15    2.740980481364525e-15
6.071000000000362e+00    -4.596476610767866e-03    4.575300232741597e-03    -4.533093819070600e-03    -2.741442674933341e-15    2.741442674933341e-15
6.072000000000362e+00    -4.591903576340693e-03    4.570769362768280e-03    -4.528646840980203e-03    -2.741490305428934e-15    2.741490305428934e-15
6.073000000000363e+00    -4.587335070560717e-03    4.566242937633461e-03    -4.524204141414669e-03    -2.741619075331386e-15    2.741619075331386e-15
6.074000000000363e+00    -4.582771088985239e-03    4.561720953060591e-03    -4.519765716425863e-03    -2.741370804213831e-15    2.741370804213831e-15
6.075000000000363e+00    -4.578211627175833e-03    4.557203404777066e-03    -4.515331562068950e-03    -2.741804797484251e-15    2.741804797484251e-15
6.076000000000364e+00    -4.573656680698345e-03    4.552690288514224e-03    -4.510901674402396e-03    -2.741452765164666e-15    2.741452765164666e-15
6.077000000000364e+00    -4.569106245122886e-03    4.548181600007344e-03    -4.506476049487965e-03    -2.741365542498703e-15    2.741365542498703e-15
6.078000000000364e+00    -4.564560316023832e-03    4.543677334995643e-03    -4.502054683390715e-03    -2.741572885035526e-15    2.741572885035526e-15
6.079000000000365e+00    -4.560018888979815e-03    4.539177489222268e-03    -4.497637572178999e-03    -2.742510818668587e-15    2.742510818668587e-15
6.080000000000365e+00    -4.555481959573725e-03    4.534682058434299e-03    -4.493224711924463e-03    -2.742096856584124e-15    2.742096856584124e-15
6.081000000000365e+00    -4.550949523392701e-03    4.530191038382742e-03    -4.488816098702038e-03    -2.742192906594230e-15    2.742192906594230e-15
6.082000000000366e+00    -4.546421576028129e-03    4.525704424822525e-03    -4.484411728589949e-03    -2.742847043543761e-15    2.742847043543761e-15
6.083000000000366e+00    -4.541898113075639e-03    4.521222213512498e-03    -4.480011597669702e-03    -2.742770854606423e-15    2.742770854606423e-15
6.084000000000366e+00    -4.537379130135100e-03    4.516744400215426e-03    -4.475615702026086e-03    -2.743080273750199e-15    2.743080273750199e-15
6.085000000000367e+00    -4.532864622810616e-03    4.512270980697990e-03    -4.471224037747175e-03    -2.742969935143494e-15    2.742969935143494e-15
6.086000000000367e+00    -4.528354586710521e-03    4.507801950730780e-03    -4.466836600924317e-03    -2.742658882356759e-15    2.742658882356759e-15
6.087000000000367e+00    -4.523849017447379e-03    4.503337306088292e-03    -4.462453387652144e-03    -2.743045473672346e-15    2.743045473672346e-15
6.088000000000368e+00    -4.519347910637977e-03    4.498877042548927e-03    -4.458074394028557e-03    -2.742829906841012e-15    2.742829906841012e-15
6.089000000000368e+00    -4.514851261903320e-03    4.494421155894985e-03    -4.453699616154733e-03    -2.742837781558200e-15    2.742837781558200e-15
6.090000000000368e+00    -4.510359066868631e-03    4.489969641912666e-03    -4.449329050135121e-03    -2.742429543558059e-15    2.742429543558059e-15
6.091000000000369e+00    -4.505871321163341e-03    4.485522496392062e-03    -4.444962692077437e-03    -2.742769342779256e-15    2.742769342779256e-15
6.092000000000369e+00    -4.501388020421095e-03    4.481079715127154e-03    -4.440600538092665e-03    -2.742308524384637e-15    2.742308524384637e-15
6.093000000000369e+00    -4.496909160279736e-03    4.476641293915814e-03    -4.436242584295055e-03    -2.742557338535747e-15    2.742557338535747e-15
6.094000000000370e+00    -4.492434736381311e-03    4.472207228559796e-03    -4.431888826802117e-03    -2.742718590758805e-15    2.742718590758805e-15
6.095000000000370e+00    -4.487964744372063e-03    4.467777514864735e-03    -4.427539261734626e-03    -2.742752296223663e-15    2.742752296223663e-15
6.096000000000370e+00    -4.483499179902425e-03    4.463352148640144e-03    -4.423193885216611e-03    -2.743165755577162e-15    2.743165755577162e-15
6.097000000000371e+00    -4.479038038627021e-03    4.458931125699409e-03    -4.418852693375361e-03    -2.743067396501344e-15    2.743067396501344e-15
6.098000000000371e+00    -4.474581316204659e-03    4.454514441859791e-03    -4.414515682341419e-03    -2.743282527563108e-15    2.743282527563108e-15
6.099000000000371e+00    -4.470129008298327e-03    4.450102092942413e-03    -4.410182848248580e-03    -2.743533789203682e-15    2.743533789203682e-15
6.100000000000372e+00    -4.465681110575191e-03    4.445694074772267e-03    -4.405854187233891e-03    -2.743250953484657e-15    2.743250953484657e-15
6.101000000000372e+00    -4.461237618706590e-03    4.441290383178206e-03    -4.401529695437645e-03    -2.743535026037602e-15    2.743535026037602e-15
6.102000000000372e+00    -4.456798528368032e-03    4.436891013992938e-03    -4.397209369003385e-03    -2.743441091516580e-15    2.743441091516580e-15
6.103000000000373e+00    -4.452363835239189e-03    4.432495963053030e-03    -4.392893204077895e-03    -2.743639812993876e-15    2.743639812993876e-15
6.104000000000373e+00    -4.447933535003897e-03    4.428105226198896e-03    -4.388581196811204e-03    -2.743979193770815e-15    2.743979193770815e-15
6.105000000000373e+00    -4.443507623350149e-03    4.423718799274804e-03    -4.384273343356579e-03    -2.743445051551058e-15    2.743445051551058e-15
6.106000000000374e+00    -4.439086095970089e-03    4.419336678128861e-03    -4.379969639870527e-03    -2.743617290901000e-15    2.743617290901000e-15
6.107000000000374e+00    -4.434668948560015e-03    4.414958858613020e-03    -4.375670082512791e-03    -2.743255617531729e-15    2.743255617531729e-15
6.108000000000374e+00    -4.430256176820368e-03    4.410585336583072e-03    -4.371374667446346e-03    -2.743456865672558e-15    2.743456865672558e-15
6.109000000000375e+00    -4.425847776455733e-03    4.406216107898642e-03    -4.367083390837402e-03    -2.743359805836266e-15    2.743359805836266e-15
6.110000000000375e+00    -4.421443743174834e-03    4.401851168423189e-03    -4.362796248855398e-03    -2.743487229013271e-15    2.743487229013271e-15
6.111000000000375e+00    -4.417044072690528e-03    4.397490514023998e-03    -4.358513237673000e-03    -2.743293606859553e-15    2.743293606859553e-15
6.112000000000376e+00    -4.412648760719804e-03    4.393134140572184e-03    -4.354234353466101e-03    -2.743618022790325e-15    2.743618022790325e-15
6.113000000000376e+00    -4.408257802983776e-03    4.388782043942681e-03    -4.349959592413818e-03    -2.743899381534261e-15    2.743899381534261e-15
6.114000000000376e+00    -4.403871195207684e-03    4.384434220014244e-03    -4.345688950698489e-03    -2.744529022062507e-15    2.744529022062507e-15
6.115000000000377e+00    -4.399488933120886e-03    4.380090664669443e-03    -4.341422424505671e-03    -2.744532247190529e-15    2.744532247190529e-15
6.116000000000377e+00    -4.395111012456855e-03    4.375751373794663e-03    -4.337160010024142e-03    -2.745182324986598e-15    2.745182324986598e-15
6.117000000000377e+00    -4.390737428953176e-03    4.371416343280094e-03    -4.332901703445891e-03    -2.745578795019353e-15    2.745578795019353e-15
6.118000000000378e+00    -4.386368178351543e-03    4.367085569019738e-03    -4.328647500966124e-03    -2.745896562932562e-15    2.745896562932562e-15
6.119000000000378e+00    -4.382003256397753e-03    4.362759046911397e-03    -4.324397398783257e-03    -2.744968231328349e-15    2.744968231328349e-15
6.120000000000378e+00    -4.377642658841704e-03    4.358436772856672e-03    -4.320151393098917e-03    -2.744987747365868e-15    2.744987747365868e-15
6.121000000000379e+00    -4.373286381437387e-03    4.354118742760964e-03    -4.315909480117936e-03    -2.745169015644983e-15    2.745169015644983e-15
6.122000000000379e+00    -4.368934419942893e-03    4.349804952533466e-03    -4.311671656048352e-03    -2.745108596138654e-15    2.745108596138654e-15
6.123000000000379e+00    -4.364586770120394e-03    4.345495398087160e-03    -4.307437917101409e-03    -2.744484486418311e-15    2.744484486418311e-15
6.124000000000380e+00    -4.360243427736153e-03    4.341190075338818e-03    -4.303208259491548e-03    -2.744439266778375e-15    2.744439266778375e-15
6.125000000000380e+00    -4.355904388560511e-03    4.336888980208993e-03    -4.298982679436413e-03    -2.744583891070791e-15    2.744583891070791e-15
6.126000000000380e+00    -4.351569648367888e-03    4.332592108622020e-03    -4.294761173156842e-03    -2.744531398749063e-15    2.744531398749063e-15
6.127000000000381e+00    -4.347239202936777e-03    4.328299456506013e-03    -4.290543736876870e-03    -2.744557443297587e-15    2.744557443297587e-15
6.128000000000381e+00    -4.342913048049742e-03    4.324011019792857e-03    -4.286330366823724e-03    -2.744472465364234e-15    2.744472465364234e-15
6.129000000000381e+00    -4.338591179493412e-03    4.319726794418213e-03    -4.282121059227822e-03    -2.744785441335006e-15    2.744785441335006e-15
6.130000000000382e+00    -4.334273593058480e-03    4.315446776321505e-03    -4.277915810322772e-03    -2.744551677327295e-15    2.744551677327295e-15
6.131000000000382e+00    -4.329960284539696e-03    4.311170961445925e-03    -4.273714616345367e-03    -2.744419357562616e-15    2.744419357562616e-15
6.132000000000382e+00    -4.325651249735865e-03    4.306899345738425e-03    -4.269517473535585e-03    -2.744228856379498e-15    2.744228856379498e-15
6.133000000000383e+00    -4.321346484449846e-03    4.302631925149717e-03    -4.265324378136589e-03    -2.744236792162772e-15    2.744236792162772e-15
6.134000000000383e+00    -4.317045984488541e-03    4.298368695634266e-03    -4.261135326394720e-03    -2.743965751029639e-15    2.743965751029639e-15
6.135000000000383e+00    -4.312749745662900e-03    4.294109653150292e-03    -4.256950314559498e-03    -2.744591215696505e-15    2.744591215696505e-15
6.136000000000384e+00    -4.308457763787910e-03    4.289854793659760e-03    -4.252769338883621e-03    -2.743948634166934e-15    2.743948634166934e-15
6.137000000000384e+00    -4.304170034682594e-03    4.285604113128386e-03    -4.248592395622960e-03    -2.744390884263083e-15    2.744390884263083e-15
6.138000000000384e+00    -4.299886554170010e-03    4.281357607525623e-03    -4.244419481036558e-03    -2.744658605250509e-15    2.744658605250509e-15
6.139000000000385e+00    -4.295607318077242e-03    4.277115272824667e-03    -4.240250591386630e-03    -2.744669419816304e-15    2.744669419816304e-15
6.140000000000385e+00    -4.291332322235400e-03    4.272877105002449e-03    -4.236085722938559e-03    -2.745437419387915e-15    2.745437419387915e-15
6.141000000000385e+00    -4.287061562479617e-03    4.268643100039633e-03    -4.231924871960891e-03    -2.744861583579398e-15    2.744861583579398e-15
6.142000000000386e+00    -4.282795034649040e-03    4.264413253920613e-03    -4.227768034725341e-03    -2.745307193175907e-15    2.745307193175907e-15
6.143000000000386e+00    -4.278532734586831e-03    4.260187562633510e-03    -4.223615207506783e-03    -2.745222729980423e-15    2.745222729980423e-15
6.144000000000386e+00    -4.274274658140165e-03    4.255966022170168e-03    -4.219466386583252e-03    -2.745255203855743e-15    2.745255203855743e-15
6.145000000000387e+00    -4.270020801160218e-03    4.251748628526151e-03    -4.215321568235940e-03    -2.745045325175466e-15    2.745045325175466e-15
6.146000000000387e+00    -4.265771159502173e-03    4.247535377700742e-03    -4.211180748749196e-03    -2.744690376848544e-15    2.744690376848544e-15
6.147000000000387e+00    -4.261525729025210e-03    4.243326265696937e-03    -4.207043924410523e-03    -2.743706106610250e-15    2.743706106610250e-15
6.148000000000388e+00    -4.257284505592504e-03    4.239121288521442e-03    -4.202911091510574e-03    -2.744130566962323e-15    2.744130566962323e-15
6.149000000000388e+00    -4.253047485071221e-03    4.234920442184672e-03    -4.198782246343153e-03    -2.743994077368958e-15    2.743994077368958e-15
6.150000000000388e+00    -4.248814663332517e-03    4.230723722700746e-03    -4.194657385205212e-03    -2.743327957993435e-15    2.743327957993435e-15
6.151000000000389e+00    -4.244586036251530e-03    4.226531126087485e-03    -4.190536504396849e-03    -2.742822156643238e-15    2.742822156643238e-15
6.152000000000389e+00    -4.240361599707379e-03    4.222342648366409e-03    -4.186419600221303e-03    -2.742399858655498e-15    2.742399858655498e-15
6.153000000000389e+00    -4.236141349583159e-03    4.218158285562730e-03    -4.182306668984956e-03    -2.741986325623500e-15    2.741986325623500e-15
6.154000000000390e+00    -4.231925281765939e-03    4.213978033705356e-03    -4.178197706997331e-03    -2.741427238444648e-15    2.741427238444648e-15
6.155000000000390e+00    -4.227713392146756e-03    4.209801888826882e-03    -4.174092710571086e-03    -2.741026921675423e-15    2.741026921675423e-15
6.156000000000390e+00    -4.223505676620613e-03    4.205629846963588e-03    -4.169991676022016e-03    -2.742092220222927e-15    2.742092220222927e-15
6.157000000000391e+00    -4.219302131086477e-03    4.201461904155439e-03    -4.165894599669046e-03    -2.741853322926362e-15    2.741853322926362e-15
6.158000000000391e+00    -4.215102751447270e-03    4.197298056446077e-03    -4.161801477834236e-03    -2.741532131907546e-15    2.741532131907546e-15
6.159000000000391e+00    -4.210907533609870e-03    4.193138299882822e-03    -4.157712306842774e-03    -2.741643732769782e-15    2.741643732769782e-15
6.160000000000392e+00    -4.206716473485105e-03    4.188982630516667e-03    -4.153627083022974e-03    -2.741378860893186e-15    2.741378860893186e-15
6.161000000000392e+00    -4.202529566987753e-03    4.184831044402275e-03    -4.149545802706275e-03    -2.740821957104107e-15    2.740821957104107e-15
6.162000000000392e+00    -4.198346810036531e-03    4.180683537597976e-03    -4.145468462227240e-03    -2.740805727147105e-15    2.740805727147105e-15
6.163000000000393e+00    -4.194168198554100e-03    4.176540106165762e-03    -4.141395057923553e-03    -2.740811667986602e-15    2.740811667986602e-15
6.164000000000393e+00    -4.189993728467054e-03    4.172400746171289e-03    -4.137325586136015e-03    -2.740953283393418e-15    2.740953283393418e-15
6.165000000000393e+00    -4.185823395705922e-03    4.168265453683870e-03    -4.133260043208546e-03    -2.740827577559242e-15    2.740827577559242e-15
6.166000000000394e+00    -4.181657196205160e-03    4.164134224776470e-03    -4.129198425488177e-03    -2.740632183598204e-15    2.740632183598204e-15
6.167000000000394e+00    -4.177495125903150e-03    4.160007055525708e-03    -4.125140729325057e-03    -2.741220744689912e-15    2.741220744689912e-15
6.168000000000395e+00    -4.173337180742196e-03    4.155883942011850e-03    -4.121086951072442e-03    -2.741769713080750e-15    2.741769713080750e-15
6.169000000000395e+00    -4.169183356668519e-03    4.151764880318807e-03    -4.117037087086695e-03    -2.741294482152293e-15    2.741294482152293e-15
6.170000000000395e+00    -4.165033649632255e-03    4.147649866534134e-03    -4.112991133727290e-03    -2.740907122327728e-15    2.740907122327728e-15
6.171000000000396e+00    -4.160888055587451e-03    4.143538896749023e-03    -4.108949087356801e-03    -2.741172191317828e-15    2.741172191317828e-15
6.172000000000396e+00    -4.156746570492059e-03    4.139431967058302e-03    -4.104910944340908e-03    -2.741632998611687e-15    2.741632998611687e-15
6.173000000000396e+00    -4.152609190307937e-03    4.135329073560433e-03    -4.100876701048388e-03    -2.741620541811411e-15    2.741620541811411e-15
6.174000000000397e+00    -4.148475911000840e-03    4.131230212357507e-03    -4.096846353851119e-03    -2.741264254414228e-15    2.741264254414228e-15
6.175000000000397e+00    -4.144346728540422e-03    4.127135379555241e-03    -4.092819899124072e-03    -2.741749381606193e-15    2.741749381606193e-15
6.176000000000397e+00    -4.140221638900226e-03    4.123044571262976e-03    -4.088797333245315e-03    -2.741518953953956e-15    2.741518953953956e-15
6.177000000000398e+00    -4.136100638057688e-03    4.118957783593674e-03    -4.084778652596006e-03    -2.740969627863265e-15    2.740969627863265e-15
6.178000000000398e+00    -4.131983721994126e-03    4.114875012663913e-03    -4.080763853560394e-03    -2.740374455609907e-15    2.740374455609907e-15
6.179000000000398e+00    -4.127870886694741e-03    4.110796254593886e-03    -4.076752932525816e-03    -2.741079241286785e-15    2.741079241286785e-15
6.180000000000399e+00    -4.123762128148610e-03    4.106721505507397e-03    -4.072745885882694e-03    -2.741713490790728e-15    2.741713490790728e-15
6.181000000000399e+00    -4.119657442348689e-03    4.102650761531859e-03    -4.068742710024533e-03    -2.741572015856383e-15    2.741572015856383e-15
6.182000000000399e+00    -4.115556825291800e-03    4.098584018798287e-03    -4.064743401347923e-03    -2.741197581802350e-15    2.741197581802350e-15
6.183000000000400e+00    -4.111460272978634e-03    4.094521273441302e-03    -4.060747956252530e-03    -2.741296000606324e-15    2.741296000606324e-15
6.184000000000400e+00    -4.107367781413745e-03    4.090462521599121e-03    -4.056756371141100e-03    -2.741345229235934e-15    2.741345229235934e-15
6.185000000000400e+00    -4.103279346605549e-03    4.086407759413557e-03    -4.052768642419452e-03    -2.741479901602830e-15    2.741479901602830e-15
6.186000000000401e+00    -4.099194964566317e-03    4.082356983030016e-03    -4.048784766496481e-03    -2.741851651775259e-15    2.741851651775259e-15
6.187000000000401e+00    -4.095114631312172e-03    4.078310188597493e-03    -4.044804739784153e-03    -2.742118671183442e-15    2.742118671183442e-15
6.188000000000401e+00    -4.091038342863088e-03    4.074267372268572e-03    -4.040828558697502e-03    -2.742413869488088e-15    2.742413869488088e-15
6.189000000000402e+00    -4.086966095242882e-03    4.070228530199418e-03    -4.036856219654630e-03    -2.741962521654412e-15    2.741962521654412e-15
6.190000000000402e+00    -4.082897884479216e-03    4.066193658549776e-03    -4.032887719076703e-03    -2.741928709215600e-15    2.741928709215600e-15
6.191000000000402e+00    -4.078833706603589e-03    4.062162753482968e-03    -4.028923053387954e-03    -2.742186419354512e-15    2.742186419354512e-15
6.192000000000403e+00    -4.074773557651333e-03    4.058135811165894e-03    -4.024962219015672e-03    -2.741956749790087e-15    2.741956749790087e-15
6.193000000000403e+00    -4.070717433661617e-03    4.054112827769021e-03    -4.021005212390209e-03    -2.741938326386297e-15    2.741938326386297e-15
6.194000000000403e+00    -4.066665330677431e-03    4.050093799466387e-03    -4.017052029944972e-03    -2.741844077802410e-15    2.741844077802410e-15
6.195000000000404e+00    -4.062617244745594e-03    4.046078722435592e-03    -4.013102668116423e-03    -2.741599317863038e-15    2.741599317863038e-15
6.196000000000404e+00    -4.058573171916742e-03    4.042067592857802e-03    -4.009157123344077e-03    -2.742041904872029e-15    2.742041904872029e-15
6.197000000000404e+00    -4.054533108245332e-03    4.038060406917738e-03    -4.005215392070501e-03    -2.742126507472285e-15    2.742126507472285e-15
6.198000000000405e+00    -4.050497049789632e-03    4.034057160803679e-03    -4.001277470741310e-03    -2.741444638528229e-15    2.741444638528229e-15
6.199000000000405e+00    -4.046464992611719e-03    4.030057850707458e-03    -3.997343355805164e-03    -2.741715120760644e-15    2.741715120760644e-15
6.200000000000405e+00    -4.042436932777479e-03    4.026062472824454e-03    -3.993413043713771e-03    -2.741501678502256e-15    2.741501678502256e-15
6.201000000000406e+00    -4.038412866356600e-03    4.022071023353597e-03    -3.989486530921878e-03    -2.741662854931573e-15    2.741662854931573e-15
6.202000000000406e+00    -4.034392789422568e-03    4.018083498497358e-03    -3.985563813887275e-03    -2.741287786539547e-15    2.741287786539547e-15
6.203000000000406e+00    -4.030376698052665e-03    4.014099894461750e-03    -3.981644889070789e-03    -2.741528750940736e-15    2.741528750940736e-15
6.204000000000407e+00    -4.026364588327967e-03    4.010120207456323e-03    -3.977729752936285e-03    -2.741949089922945e-15    2.741949089922945e-15
6.205000000000407e+00    -4.022356456333338e-03    4.006144433694161e-03    -3.973818401950660e-03    -2.741633673243549e-15    2.741633673243549e-15
6.206000000000407e+00    -4.018352298157425e-03    4.002172569391882e-03    -3.969910832583846e-03    -2.741758311330164e-15    2.741758311330164e-15
6.207000000000408e+00    -4.014352109892661e-03    3.998204610769629e-03    -3.966007041308803e-03    -2.741503600437766e-15    2.741503600437766e-15
6.208000000000408e+00    -4.010355887635252e-03    3.994240554051075e-03    -3.962107024601521e-03    -2.740958890838351e-15    2.740958890838351e-15
6.209000000000408e+00    -4.006363627485182e-03    3.990280395463411e-03    -3.958210778941014e-03    -2.741429211199475e-15    2.741429211199475e-15
6.210000000000409e+00    -4.002375325546204e-03    3.986324131237350e-03    -3.954318300809323e-03    -2.741868372566223e-15    2.741868372566223e-15
6.211000000000409e+00    -3.998390977925842e-03    3.982371757607121e-03    -3.950429586691507e-03    -2.741331716322439e-15    2.741331716322439e-15
6.212000000000409e+00    -3.994410580735379e-03    3.978423270810467e-03    -3.946544633075649e-03    -2.741937548125755e-15    2.741937548125755e-15
6.213000000000410e+00    -3.990434130089863e-03    3.974478667088640e-03    -3.942663436452847e-03    -2.742177716955425e-15    2.742177716955425e-15
6.214000000000410e+00    -3.986461622108095e-03    3.970537942686399e-03    -3.938785993317216e-03    -2.742969578047765e-15    2.742969578047765e-15
6.215000000000410e+00    -3.982493052912634e-03    3.966601093852011e-03    -3.934912300165885e-03    -2.743557699127623e-15    2.743557699127623e-15
6.216000000000411e+00    -3.978528418629785e-03    3.962668116837239e-03    -3.931042353498993e-03    -2.742760439039721e-15    2.742760439039721e-15
6.217000000000411e+00    -3.974567715389601e-03    3.958739007897350e-03    -3.927176149819692e-03    -2.743190352940735e-15    2.743190352940735e-15
6.218000000000411e+00    -3.970610939325879e-03    3.954813763291103e-03    -3.923313685634139e-03    -2.743354577371999e-15    2.743354577371999e-15
6.219000000000412e+00    -3.966658086576153e-03    3.950892379280748e-03    -3.919454957451497e-03    -2.743608095845096e-15    2.743608095845096e-15
6.220000000000412e+00    -3.962709153281696e-03    3.946974852132029e-03    -3.915599961783933e-03    -2.743922680300913e-15    2.743922680300913e-15
6.221000000000412e+00    -3.958764135587513e-03    3.943061178114171e-03    -3.911748695146614e-03    -2.743758876163665e-15    2.743758876163665e-15
6.222000000000413e+00    -3.954823029642334e-03    3.939151353499887e-03    -3.907901154057709e-03    -2.743301638201231e-15    2.743301638201231e-15
6.223000000000413e+00    -3.950885831598620e-03    3.935245374565366e-03    -3.904057335038383e-03    -2.743377196432429e-15    2.743377196432429e-15
6.224000000000413e+00    -3.946952537612551e-03    3.931343237590279e-03    -3.900217234612795e-03    -2.743181472417786e-15    2.743181472417786e-15
6.225000000000414e+00    -3.943023143844026e-03    3.927444938857767e-03    -3.896380849308100e-03    -2.742813317412992e-15    2.742813317412992e-15
6.226000000000414e+00    -3.939097646456659e-03    3.923550474654446e-03    -3.892548175654441e-03    -2.742775785992269e-15    2.742775785992269e-15
6.227000000000414e+00    -3.935176041617777e-03    3.919659841270397e-03    -3.888719210184952e-03    -2.742576486779876e-15    2.742576486779876e-15
6.228000000000415e+00    -3.931258325498414e-03    3.915773034999169e-03    -3.884893949435755e-03    -2.742816040144057e-15    2.742816040144057e-15
6.229000000000415e+00    -3.927344494273309e-03    3.911890052137773e-03    -3.881072389945955e-03    -2.742132965676784e-15    2.742132965676784e-15
6.230000000000415e+00    -3.923434544120902e-03    3.908010888986677e-03    -3.877254528257640e-03    -2.742271230750247e-15    2.742271230750247e-15
6.231000000000416e+00    -3.919528471223331e-03    3.904135541849808e-03    -3.873440360915882e-03    -2.742859645480478e-15    2.742859645480478e-15
6.232000000000416e+00    -3.915626271766428e-03    3.900264007034547e-03    -3.869629884468729e-03    -2.742647848353221e-15    2.742647848353221e-15
6.233000000000416e+00    -3.911727941939717e-03    3.896396280851723e-03    -3.865823095467204e-03    -2.742893967039352e-15    2.742893967039352e-15
6.234000000000417e+00    -3.907833477936410e-03    3.892532359615613e-03    -3.862019990465310e-03    -2.742551548512371e-15    2.742551548512371e-15
6.235000000000417e+00    -3.903942875953398e-03    3.888672239643940e-03    -3.858220566020019e-03    -2.742978248885339e-15    2.742978248885339e-15
6.236000000000417e+00    -3.900056132191260e-03    3.884815917257868e-03    -3.854424818691275e-03    -2.742696913869701e-15    2.742696913869701e-15
6.237000000000418e+00    -3.896173242854246e-03    3.880963388781998e-03    -3.850632745041989e-03    -2.743396128875236e-15    2.743396128875236e-15
6.238000000000418e+00    -3.892294204150283e-03    3.877114650544368e-03    -3.846844341638041e-03    -2.742971580966938e-15    2.742971580966938e-15
6.239000000000418e+00    -3.888419012290967e-03    3.873269698876450e-03    -3.843059605048273e-03    -2.743257860054447e-15    2.743257860054447e-15
6.240000000000419e+00    -3.884547663491562e-03    3.869428530113143e-03    -3.839278531844492e-03    -2.743077417183071e-15    2.743077417183071e-15
6.241000000000419e+00    -3.880680153970994e-03    3.865591140592775e-03    -3.835501118601464e-03    -2.742957641152104e-15    2.742957641152104e-15
6.242000000000419e+00    -3.876816479951849e-03    3.861757526657095e-03    -3.831727361896913e-03    -2.742927142310714e-15    2.742927142310714e-15
6.243000000000420e+00    -3.872956637660370e-03    3.857927684651275e-03    -3.827957258311520e-03    -2.742921240864449e-15    2.742921240864449e-15
6.244000000000420e+00    -3.869100623326453e-03    3.854101610923904e-03    -3.824190804428921e-03    -2.743183988806654e-15    2.743183988806654e-15
6.245000000000420e+00    -3.865248433183645e-03    3.850279301826987e-03    -3.820427996835702e-03    -2.743375490121341e-15    2.743375490121341e-15
6.246000000000421e+00    -3.861400063469138e-03    3.846460753715939e-03    -3.816668832121402e-03    -2.742983118168563e-15    2.742983118168563e-15
6.247000000000421e+00    -3.857555510423765e-03    3.842645962949587e-03    -3.812913306878506e-03    -2.743012670865193e-15    2.743012670865193e-15
6.248000000000421e+00    -3.853714770292003e-03    3.838834925890160e-03    -3.809161417702446e-03    -2.742971264682986e-15    2.742971264682986e-15
6.249000000000422e+00    -3.849877839321961e-03    3.835027638903294e-03    -3.805413161191597e-03    -2.743409321766064e-15    2.743409321766064e-15
6.250000000000422e+00    -3.846044713765382e-03    3.831224098358022e-03    -3.801668533947278e-03    -2.743348121321443e-15    2.743348121321443e-15
6.251000000000422e+00    -3.842215389877640e-03    3.827424300626775e-03    -3.797927532573746e-03    -2.743264211680887e-15    2.743264211680887e-15
6.252000000000423e+00    -3.838389863917732e-03    3.823628242085382e-03    -3.794190153678196e-03    -2.743368231793841e-15    2.743368231793841e-15
6.253000000000423e+00    -3.834568132148280e-03    3.819835919113057e-03    -3.790456393870761e-03    -2.743162420346228e-15    2.743162420346228e-15
6.254000000000423e+00    -3.830750190835522e-03    3.816047328092406e-03    -3.786726249764506e-03    -2.743160543915183e-15    2.743160543915183e-15
6.255000000000424e+00    -3.826936036249316e-03    3.812262465409422e-03    -3.782999717975428e-03    -2.743159417301446e-15    2.743159417301446e-15
6.256000000000424e+00    -3.823125664663128e-03    3.808481327453477e-03    -3.779276795122453e-03    -2.743542746411185e-15    2.743542746411185e-15
6.257000000000424e+00    -3.819319072354035e-03    3.804703910617325e-03    -3.775557477827437e-03    -2.743554363324589e-15    2.743554363324589e-15
6.258000000000425e+00    -3.815516255602721e-03    3.800930211297095e-03    -3.771841762715159e-03    -2.743880461043989e-15    2.743880461043989e-15
6.259000000000425e+00    -3.811717210693469e-03    3.797160225892291e-03    -3.768129646413323e-03    -2.744092272331086e-15    2.744092272331086e-15
6.260000000000425e+00    -3.807921933914164e-03    3.793393950805788e-03    -3.764421125552554e-03    -2.744365937807420e-15    2.744365937807420e-15
6.261000000000426e+00    -3.804130421556283e-03    3.789631382443828e-03    -3.760716196766397e-03    -2.744647845537020e-15    2.744647845537020e-15
